source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4 weight_t5 weight_t6
128 7 1 0 0 0 0 0 0
128 15 1 0 0 0 0 0 0
128 54 1 0 0 0 0 0 0
128 63 1 1 1 1 1 1 0
128 65 1 0 0 0 0 0 0
128 91 0 0 0 1 1 0 0
128 94 1 0 0 0 0 0 0
128 113 1 0 0 0 0 0 0
128 152 1 0 0 0 0 0 0
128 173 1 0 0 0 0 0 0
128 193 1 0 0 0 0 0 0
128 248 1 0 0 0 0 0 0
128 250 1 0 0 0 0 0 0
128 251 1 0 0 0 0 0 0
128 285 0 0 0 0 0 1 1
128 316 1 0 0 0 0 0 0
128 321 0 0 0 0 1 1 0
128 357 0 0 0 0 0 0 1
128 361 1 0 0 0 0 0 0
128 362 1 0 0 0 0 0 0
128 491 1 0 0 0 0 0 0
128 498 1 0 0 0 0 0 0
129 23 1 1 1 1 1 1 1
129 74 1 0 0 0 0 0 0
129 94 1 1 1 1 1 0 0
129 98 1 0 0 0 0 0 0
129 102 1 0 0 0 0 0 0
129 126 0 0 1 1 0 0 0
129 140 1 0 0 0 0 0 0
129 164 1 1 1 0 0 0 0
129 172 1 0 0 0 0 0 0
129 213 1 0 0 0 0 0 0
129 244 1 0 0 0 0 0 0
129 265 1 0 0 0 0 0 0
129 287 1 0 0 0 0 0 0
129 327 1 0 0 0 0 0 0
129 404 0 0 0 0 1 1 1
129 406 0 0 0 0 0 0 1
129 409 1 0 0 0 0 0 0
129 417 0 0 0 0 1 1 1
129 450 1 0 0 0 0 0 0
130 5 1 0 0 0 0 0 0
130 7 1 0 0 0 0 0 0
130 15 1 0 0 0 0 0 0
130 33 1 0 0 0 0 0 0
130 46 0 0 1 1 1 1 1
130 78 0 0 1 1 0 0 0
130 99 1 0 0 0 0 0 0
130 103 1 0 0 0 0 0 0
130 146 1 0 0 0 0 0 0
130 172 1 0 0 0 0 0 0
130 222 0 0 0 0 0 1 1
130 230 1 0 0 0 0 0 0
130 248 1 0 0 0 0 0 0
130 269 0 0 0 0 1 0 0
130 271 0 0 0 0 0 0 1
130 299 0 0 0 0 0 1 1
130 448 1 0 0 0 0 0 0
130 464 1 0 0 0 0 0 0
131 2 1 0 0 0 0 0 0
131 58 1 0 0 0 0 0 0
131 154 1 0 0 0 0 0 0
131 161 1 0 0 0 0 0 0
131 188 1 0 0 0 0 0 0
131 207 0 0 0 0 0 1 1
131 224 1 0 0 0 0 0 0
131 309 1 0 0 0 0 0 0
131 328 1 0 0 0 0 0 0
131 339 1 0 0 0 0 0 0
131 449 0 0 0 0 1 1 1
131 454 1 0 0 0 0 0 0
131 455 0 0 0 0 0 0 1
131 468 0 0 0 0 0 0 1
131 491 0 0 0 0 0 0 1
131 492 1 0 0 0 0 0 0
132 34 1 0 0 0 0 0 0
132 66 1 1 1 1 1 1 1
132 78 1 0 0 0 0 0 0
132 86 1 0 0 0 0 0 0
132 116 1 0 0 0 0 0 0
132 122 0 1 1 1 1 1 0
132 154 1 1 1 1 1 1 1
132 196 1 0 0 0 0 0 0
132 208 1 0 0 0 0 0 0
132 254 1 0 0 0 0 0 0
132 271 0 0 0 0 1 1 1
132 282 1 0 0 0 0 0 0
132 318 1 0 0 0 0 0 0
132 378 1 0 0 0 0 0 0
132 428 1 0 0 0 0 0 0
132 443 1 0 0 0 0 0 0
132 453 1 0 0 0 0 0 0
133 25 1 0 0 0 0 0 0
133 30 0 0 0 0 0 1 1
133 42 1 0 0 0 0 0 0
133 75 1 1 1 1 1 0 0
133 76 1 0 0 0 0 0 0
133 109 1 0 0 0 0 0 0
133 149 1 1 1 1 1 0 0
133 153 1 0 0 0 0 0 0
133 182 1 0 0 0 0 0 0
133 227 0 0 0 0 0 0 1
133 243 1 0 0 0 0 0 0
133 257 1 0 0 0 0 0 0
133 265 1 0 0 0 0 0 0
133 375 1 0 0 0 0 0 0
133 410 0 0 0 0 1 0 0
134 8 1 0 0 0 0 0 0
134 46 1 1 0 0 0 0 0
134 50 1 1 1 1 0 0 0
134 62 0 0 0 1 1 0 0
134 77 1 0 0 0 0 0 0
134 83 1 0 0 0 0 0 0
134 86 1 0 0 0 0 0 0
134 96 0 0 1 0 0 0 0
134 99 1 1 1 1 1 0 0
134 142 0 0 1 1 1 1 1
134 151 0 1 1 1 1 0 0
134 166 1 0 0 0 0 0 0
134 171 1 0 0 0 0 0 0
134 178 1 0 0 0 0 0 0
134 203 1 0 0 0 0 0 0
134 250 1 0 0 0 0 0 0
134 264 1 0 0 0 0 0 0
134 339 1 0 0 0 0 0 0
134 406 0 0 0 0 1 1 1
134 448 1 0 0 0 0 0 0
135 2 1 0 0 0 0 0 0
135 13 1 0 0 0 0 0 0
135 55 1 0 0 0 0 0 0
135 75 1 0 0 0 0 0 0
135 80 1 0 0 0 0 0 0
135 89 0 0 1 0 0 0 0
135 117 1 1 0 0 0 0 0
135 141 1 1 1 1 0 0 0
135 226 1 0 0 0 0 0 0
135 257 1 0 0 0 0 0 0
135 281 1 0 0 0 0 0 0
135 290 1 0 0 0 0 0 0
135 312 1 0 0 0 0 0 0
135 363 0 0 0 0 0 0 1
135 436 0 0 0 0 0 0 1
135 474 1 0 0 0 0 0 0
136 3 1 1 1 0 0 0 0
136 32 0 0 1 1 1 1 1
136 41 1 1 1 1 1 1 1
136 45 1 0 0 0 0 0 0
136 80 1 0 0 0 0 0 0
136 127 1 1 1 1 0 0 0
136 180 1 0 0 0 0 0 0
136 492 1 0 0 0 0 0 0
136 493 1 0 0 0 0 0 0
137 13 1 1 1 1 1 1 1
137 88 1 0 0 0 0 0 0
137 155 1 0 0 0 0 0 0
137 241 1 0 0 0 0 0 0
137 256 1 0 0 0 0 0 0
137 261 1 0 0 0 0 0 0
137 267 1 0 0 0 0 0 0
137 271 1 0 0 0 0 0 0
137 281 1 0 0 0 0 0 0
137 298 1 0 0 0 0 0 0
137 308 0 0 0 0 0 0 1
137 351 1 0 0 0 0 0 0
137 390 0 0 0 0 0 0 1
137 432 1 0 0 0 0 0 0
137 479 1 0 0 0 0 0 0
137 489 0 0 0 0 1 1 1
137 492 1 0 0 0 0 0 0
137 497 1 0 0 0 0 0 0
138 14 1 0 0 0 0 0 0
138 49 1 0 0 0 0 0 0
138 58 0 0 1 1 1 0 0
138 61 1 0 0 0 0 0 0
138 85 1 0 0 0 0 0 0
138 88 1 0 0 0 0 0 0
138 112 1 1 1 1 1 1 1
138 131 1 0 0 0 0 0 0
138 143 0 0 1 1 0 0 0
138 157 1 0 0 0 0 0 0
138 162 1 0 0 0 0 0 0
138 198 1 0 0 0 0 0 0
138 229 1 0 0 0 0 0 0
138 241 1 0 0 0 0 0 0
138 365 1 0 0 0 0 0 0
138 415 1 0 0 0 0 0 0
138 423 0 0 0 0 1 1 0
138 456 1 0 0 0 0 0 0
139 57 0 0 1 1 1 0 0
139 58 1 0 0 0 0 0 0
139 66 0 0 1 1 1 1 1
139 67 1 0 0 0 0 0 0
139 69 1 0 0 0 0 0 0
139 75 1 1 1 1 1 1 1
139 146 1 0 0 0 0 0 0
139 157 1 1 1 1 1 1 1
139 159 0 1 1 1 0 0 0
139 208 1 0 0 0 0 0 0
139 326 0 0 0 0 0 0 1
139 353 1 0 0 0 0 0 0
139 374 1 0 0 0 0 0 0
139 461 1 0 0 0 0 0 0
139 470 0 0 0 0 0 1 1
139 475 1 0 0 0 0 0 0
140 11 0 0 1 1 1 1 0
140 21 0 1 1 0 0 0 0
140 22 1 0 0 0 0 0 0
140 33 1 0 0 0 0 0 0
140 44 1 0 0 0 0 0 0
140 50 1 1 1 0 0 0 0
140 56 1 0 0 0 0 0 0
140 64 1 0 0 0 0 0 0
140 73 0 0 1 1 1 1 1
140 78 0 0 0 1 1 1 1
140 107 1 0 0 0 0 0 0
140 133 1 0 0 0 0 0 0
140 149 1 1 0 0 0 0 0
140 152 1 1 1 1 1 1 0
140 155 0 0 1 1 1 1 1
140 215 1 0 0 0 0 0 0
140 279 1 0 0 0 0 0 0
140 332 1 0 0 0 0 0 0
140 366 1 0 0 0 0 0 0
140 379 1 0 0 0 0 0 0
140 383 1 0 0 0 0 0 0
140 391 1 0 0 0 0 0 0
140 421 1 0 0 0 0 0 0
140 423 1 0 0 0 0 0 0
140 434 1 0 0 0 0 0 0
140 443 1 0 0 0 0 0 0
140 470 0 0 0 0 0 0 1
141 5 1 1 1 1 0 0 0
141 7 1 0 0 0 0 0 0
141 84 1 1 1 1 1 1 1
141 133 1 1 1 1 1 1 0
141 144 1 0 0 0 0 0 0
141 195 1 0 0 0 0 0 0
141 207 1 0 0 0 0 0 0
141 210 1 0 0 0 0 0 0
141 228 1 0 0 0 0 0 0
141 248 1 0 0 0 0 0 0
141 269 1 0 0 0 0 0 0
141 273 1 0 0 0 0 0 0
141 291 0 0 0 0 1 1 1
141 345 1 0 0 0 0 0 0
141 397 1 0 0 0 0 0 0
141 414 1 0 0 0 0 0 0
141 466 1 0 0 0 0 0 0
142 3 1 0 0 0 0 0 0
142 6 1 0 0 0 0 0 0
142 17 1 0 0 0 0 0 0
142 34 1 1 0 0 0 0 0
142 45 1 0 0 0 0 0 0
142 64 1 0 0 0 0 0 0
142 70 1 1 1 1 1 1 0
142 81 1 0 0 0 0 0 0
142 111 1 0 0 0 0 0 0
142 118 0 1 1 1 1 1 0
142 123 1 0 0 0 0 0 0
142 128 1 0 0 0 0 0 0
142 184 1 0 0 0 0 0 0
142 210 1 0 0 0 0 0 0
142 246 1 0 0 0 0 0 0
142 358 1 0 0 0 0 1 1
142 370 1 0 0 0 0 0 0
142 386 1 0 0 0 0 0 0
142 439 1 0 0 0 0 0 0
142 477 1 0 0 0 0 0 0
142 493 1 0 0 0 0 0 0
143 36 1 1 1 0 0 0 0
143 64 1 0 0 0 0 0 0
143 67 1 1 1 1 1 1 1
143 69 1 1 0 0 0 0 0
143 76 1 0 0 0 0 0 0
143 99 1 0 0 0 0 0 0
143 122 1 1 0 0 0 0 0
143 140 1 1 1 1 0 0 0
143 214 1 0 0 0 0 0 0
143 219 1 0 0 0 0 0 0
143 238 1 0 0 0 0 0 0
143 271 0 0 0 0 0 0 1
143 366 1 0 0 0 0 0 0
143 367 1 0 0 0 0 0 0
143 476 1 0 0 0 0 0 0
143 496 1 0 0 0 0 0 0
144 6 0 0 1 1 0 0 0
144 26 1 0 0 0 0 0 0
144 45 1 0 0 0 0 0 0
144 59 1 0 0 0 0 0 0
144 61 0 0 1 1 1 1 1
144 63 1 0 0 0 0 0 0
144 64 1 0 0 0 0 0 0
144 93 1 0 0 0 0 0 0
144 109 1 0 0 0 0 0 0
144 132 1 1 1 1 0 0 0
144 149 1 1 1 1 1 1 0
144 171 1 0 0 0 0 0 0
144 173 1 0 0 0 0 0 0
144 197 1 0 0 0 0 0 0
144 303 0 0 0 0 1 1 1
144 414 1 0 0 0 0 0 0
144 440 1 0 0 0 0 0 0
144 442 0 0 0 0 0 0 1
144 475 0 0 0 0 1 1 1
145 7 1 1 0 0 0 0 0
145 17 1 1 1 0 0 0 0
145 36 1 0 0 0 0 0 0
145 63 0 0 0 0 1 1 1
145 79 1 1 1 1 1 1 1
145 100 0 1 1 1 1 1 0
145 221 1 0 0 0 0 0 0
145 253 0 0 0 0 1 1 1
145 280 1 0 0 0 0 0 0
145 295 1 0 0 0 0 0 0
145 303 1 0 0 0 0 0 0
145 317 1 0 0 0 0 0 0
145 323 1 0 0 0 0 0 0
145 361 1 0 0 0 0 0 0
145 380 1 0 0 0 0 0 0
145 431 1 0 0 0 0 0 0
145 478 1 0 0 0 0 0 0
146 34 1 1 1 1 0 0 0
146 36 0 0 0 1 1 1 0
146 49 1 0 0 0 0 0 0
146 69 1 0 0 0 0 0 0
146 76 0 0 0 0 1 1 1
146 82 1 1 1 1 1 1 1
146 101 1 0 0 0 0 0 0
146 102 1 1 1 1 1 1 1
146 104 1 0 0 0 0 0 0
146 108 1 0 0 0 0 0 0
146 141 0 0 0 1 1 1 1
146 142 1 0 0 0 0 0 0
146 145 1 0 0 0 0 0 0
146 152 1 0 0 0 0 0 0
146 157 0 0 1 1 1 1 1
146 164 1 0 0 0 0 0 0
146 220 1 0 0 0 0 0 0
146 278 1 0 0 0 0 0 0
146 299 1 0 0 0 0 0 0
146 318 0 0 0 0 0 0 1
146 343 1 0 0 0 0 0 0
146 398 1 0 0 0 0 0 0
146 457 1 0 0 0 0 0 0
146 474 0 0 0 0 0 1 1
146 487 0 0 0 0 1 1 0
146 489 1 0 0 0 0 0 0
147 3 1 0 0 0 0 0 0
147 5 1 0 0 0 0 0 0
147 9 1 1 0 0 0 0 0
147 40 0 0 0 0 0 1 1
147 42 1 0 0 0 0 0 0
147 83 0 0 1 0 0 0 0
147 119 1 0 0 0 0 0 0
147 120 1 1 0 0 0 0 0
147 171 1 0 0 0 0 0 0
147 227 1 0 0 0 0 0 0
147 236 1 0 0 0 0 0 0
147 251 1 0 0 0 0 0 0
147 296 1 0 0 0 0 0 0
147 369 1 0 0 0 0 0 0
147 375 1 0 0 0 0 0 0
147 382 1 0 0 0 0 0 0
147 421 0 0 0 0 0 1 1
147 424 1 0 0 0 0 0 0
147 446 1 0 0 0 0 0 0
148 5 0 0 1 1 1 1 1
148 26 1 1 1 1 1 0 0
148 44 1 1 0 0 0 0 0
148 58 1 0 0 0 0 0 0
148 65 1 0 0 0 0 0 0
148 104 1 0 0 0 0 0 0
148 119 1 0 0 0 0 0 0
148 121 1 0 0 0 0 0 0
148 133 0 1 0 0 0 0 0
148 140 1 0 0 0 0 0 0
148 143 1 0 0 0 0 0 0
148 163 1 1 1 1 1 1 1
148 187 1 0 0 0 0 0 0
148 191 1 0 0 0 0 0 0
148 222 0 0 0 0 0 0 1
148 253 1 0 0 0 0 0 0
148 291 0 0 0 0 0 1 1
148 319 1 0 0 0 0 0 0
148 374 0 0 0 0 0 0 1
148 406 1 0 0 0 0 0 0
148 451 1 0 0 0 0 0 0
148 493 1 0 0 0 0 0 0
149 0 0 0 0 0 0 1 1
149 26 1 0 0 0 0 0 0
149 32 1 0 0 0 0 0 0
149 35 1 0 0 0 0 0 0
149 37 1 0 0 0 0 0 0
149 63 0 1 1 1 0 0 0
149 88 1 0 0 0 0 0 0
149 112 1 0 0 0 0 0 0
149 146 1 0 0 0 0 0 0
149 165 1 0 0 0 0 0 0
149 191 1 0 0 0 0 0 0
149 209 0 0 0 0 0 1 1
149 211 1 0 0 0 0 0 0
149 222 1 0 0 0 0 0 0
149 231 1 0 0 0 0 0 0
149 267 1 0 0 0 0 0 0
149 269 0 0 0 0 1 1 1
149 495 1 0 0 0 0 0 0
150 35 1 1 1 1 1 1 0
150 46 1 1 1 1 1 0 0
150 55 1 0 0 0 0 0 0
150 79 1 0 0 0 0 0 0
150 85 1 1 0 0 0 0 0
150 86 1 1 0 0 0 0 0
150 91 1 0 0 0 0 0 0
150 101 0 0 0 0 1 1 1
150 120 0 1 1 1 1 0 0
150 136 1 0 0 0 0 0 0
150 162 1 0 0 0 0 0 0
150 199 1 0 0 0 0 0 0
150 237 1 0 0 0 0 0 0
150 289 1 0 0 0 0 0 0
150 359 1 0 0 0 0 0 0
150 471 1 0 0 0 0 0 0
151 1 1 0 0 0 0 0 0
151 10 0 0 0 1 1 1 1
151 27 1 0 0 0 0 0 0
151 40 1 0 0 0 0 0 0
151 50 0 1 1 1 1 0 0
151 79 0 0 0 0 0 0 1
151 102 1 0 0 0 0 0 0
151 127 1 0 0 0 0 0 0
151 132 1 0 0 0 0 0 0
151 133 1 0 0 0 0 0 0
151 148 1 0 0 0 0 0 0
151 170 1 0 0 0 0 0 0
151 178 1 0 0 0 0 0 0
151 211 1 0 0 0 0 0 0
151 212 0 0 0 0 0 0 1
151 272 1 0 0 0 0 0 0
151 291 1 0 0 0 0 0 0
151 314 1 0 0 0 0 0 0
151 334 1 0 0 0 0 0 0
151 454 1 0 0 0 0 0 0
152 12 0 1 1 1 1 1 1
152 13 1 0 0 0 0 0 0
152 18 1 1 1 1 1 1 0
152 22 1 0 0 0 0 0 0
152 32 1 0 0 0 0 0 0
152 46 1 1 0 0 0 0 0
152 76 1 0 0 0 0 0 0
152 95 1 0 0 0 0 0 0
152 117 1 0 0 0 0 0 0
152 118 1 0 0 0 0 0 0
152 125 1 1 1 1 1 1 1
152 131 1 0 0 0 0 0 0
152 161 0 0 0 0 0 0 1
152 216 1 0 0 0 0 0 0
152 293 1 0 0 0 0 0 0
152 373 1 1 1 1 1 1 1
152 382 1 0 0 0 0 0 0
152 406 1 0 0 0 0 0 0
152 427 1 0 0 0 0 0 0
153 3 0 0 0 1 1 1 1
153 10 0 0 0 1 1 1 0
153 35 0 0 0 1 1 1 1
153 59 1 0 0 0 1 1 1
153 64 1 1 1 1 1 1 1
153 68 0 0 0 1 1 1 1
153 69 1 0 0 0 0 0 0
153 84 1 0 0 0 0 0 0
153 94 1 1 0 0 0 0 0
153 265 1 0 0 0 0 0 0
153 351 1 0 0 0 0 0 0
153 475 1 0 0 0 0 0 0
153 484 1 0 0 0 0 0 0
153 486 1 0 0 0 0 0 0
154 34 1 1 1 1 1 1 1
154 42 0 0 1 1 1 1 0
154 68 1 1 1 1 1 1 0
154 82 1 0 0 0 0 0 0
154 85 0 0 0 1 1 1 0
154 96 1 0 0 0 0 0 0
154 113 1 1 1 1 1 1 1
154 116 0 0 1 1 0 0 0
154 130 0 0 1 1 1 1 1
154 134 1 0 0 0 0 0 0
154 148 0 0 0 1 1 1 1
154 153 0 0 1 0 0 0 0
154 157 1 0 0 0 0 0 0
154 220 1 0 0 0 0 0 0
154 242 1 0 0 0 0 0 0
154 275 1 0 0 0 0 0 0
154 366 1 0 0 0 0 0 0
154 400 1 0 0 0 0 0 0
154 410 1 0 0 0 0 0 0
154 420 1 0 0 0 0 0 0
154 426 1 0 0 0 0 0 0
154 454 1 0 0 0 0 0 0
154 460 1 0 0 0 0 0 0
155 8 1 0 0 0 0 0 0
155 27 0 1 1 0 0 0 0
155 36 1 1 1 1 1 1 1
155 49 1 0 0 0 0 0 0
155 60 0 0 0 1 1 1 1
155 84 1 0 0 0 0 0 0
155 92 1 0 0 0 0 0 0
155 140 1 1 0 0 0 0 0
155 162 1 0 0 0 0 0 0
155 208 1 0 0 0 0 0 0
155 226 1 0 0 0 0 0 0
155 283 1 0 0 0 0 0 0
155 357 1 0 0 0 0 0 0
155 362 1 0 0 0 0 0 0
155 369 1 0 0 0 0 0 0
155 410 1 0 0 0 0 0 0
155 413 0 0 0 0 0 1 0
155 490 1 0 0 0 0 0 0
156 0 1 0 0 0 0 0 0
156 11 1 0 0 0 0 0 0
156 48 1 0 0 0 0 0 0
156 80 1 0 0 0 0 0 0
156 89 1 0 0 0 0 0 0
156 93 0 0 1 1 1 1 1
156 103 1 0 0 0 0 0 0
156 130 1 1 1 1 1 1 1
156 136 1 0 0 0 0 0 0
156 149 1 0 0 0 0 0 0
156 159 1 0 0 0 0 0 0
156 182 1 0 0 0 0 0 0
156 188 1 0 0 0 0 0 0
156 240 1 0 0 0 0 0 0
156 327 1 0 0 0 0 0 0
156 475 1 0 0 0 0 0 0
157 42 1 0 0 0 0 0 0
157 44 1 0 0 0 0 0 0
157 51 1 0 0 0 0 0 0
157 80 1 0 0 0 0 0 0
157 142 1 1 1 0 0 0 0
157 160 1 0 0 0 0 0 0
157 190 1 0 0 0 0 0 0
157 196 1 0 0 0 0 0 0
157 234 1 0 0 0 0 0 0
157 291 0 0 0 0 0 0 1
157 301 1 0 0 0 0 0 0
157 322 0 0 0 0 1 1 1
157 350 1 0 0 0 0 0 0
157 353 1 0 0 0 0 0 0
157 365 1 0 0 0 0 0 0
157 398 1 0 0 0 0 0 0
157 423 1 0 0 0 0 0 0
157 448 1 0 0 0 0 0 0
157 456 1 0 0 0 0 0 0
157 462 1 0 0 0 0 0 0
158 6 1 0 0 0 0 0 0
158 15 1 0 0 0 0 0 0
158 35 1 1 1 1 1 1 1
158 59 1 1 1 0 0 0 0
158 95 1 0 0 0 0 0 0
158 128 1 0 0 0 0 0 0
158 153 1 0 0 0 0 0 0
158 177 1 0 0 0 0 0 0
158 185 1 0 0 0 0 0 0
158 269 1 0 0 0 0 0 0
158 291 1 0 0 0 0 0 0
158 311 0 0 0 0 1 1 1
158 342 1 0 0 0 0 0 0
158 357 1 0 0 0 0 0 0
158 396 1 0 0 0 0 0 0
158 417 1 0 0 0 0 0 0
158 448 1 0 0 0 0 0 0
158 457 0 0 0 0 0 0 1
158 458 1 0 0 0 0 0 0
159 13 1 0 0 0 0 0 0
159 48 1 0 0 0 0 0 0
159 64 1 0 0 0 0 0 0
159 65 1 1 0 0 0 0 0
159 90 1 0 0 0 0 0 0
159 126 0 1 1 0 0 0 0
159 153 1 0 0 0 0 0 0
159 160 1 0 0 0 0 0 0
159 212 1 0 0 0 0 0 0
159 301 1 0 0 0 0 0 0
159 309 1 0 0 0 0 0 0
160 9 1 0 0 0 0 0 0
160 17 1 0 0 0 0 0 0
160 50 1 0 0 0 0 0 0
160 60 1 0 0 0 0 0 0
160 104 1 0 0 0 0 0 0
160 136 1 0 0 0 0 0 0
160 139 1 0 0 0 0 0 0
160 169 1 0 0 0 0 0 0
160 171 1 0 0 0 0 0 0
160 244 1 0 0 0 0 0 0
160 262 1 0 0 0 0 0 0
160 320 1 0 0 0 0 0 0
160 390 1 0 0 0 0 0 0
160 463 1 0 0 0 0 0 0
160 485 0 0 0 0 1 1 1
161 4 1 1 1 1 1 1 1
161 42 1 0 0 0 0 0 0
161 63 1 0 0 0 0 0 0
161 67 1 1 1 1 1 1 1
161 86 1 0 0 0 0 0 0
161 105 1 1 1 1 1 1 1
161 109 0 0 1 1 0 0 0
161 110 0 0 1 1 1 1 1
161 123 0 0 0 1 1 1 0
161 152 0 0 0 1 1 1 1
161 187 1 0 0 0 0 0 0
161 244 0 0 0 0 0 1 1
161 275 1 0 0 0 0 0 0
161 282 1 0 0 0 0 0 0
161 304 0 0 0 0 1 0 0
161 320 0 0 0 0 1 1 1
161 338 1 0 0 0 0 0 0
161 354 1 0 0 0 0 0 0
161 387 0 0 0 0 0 1 0
161 389 1 0 0 0 0 0 0
161 409 1 0 0 0 0 0 0
161 413 1 0 0 0 0 0 0
161 414 1 0 0 0 0 0 0
161 447 1 0 0 0 0 0 0
162 42 1 0 0 0 0 0 0
162 48 1 0 0 0 0 0 0
162 52 1 1 1 1 0 0 0
162 77 1 0 0 0 0 0 0
162 206 1 0 0 0 0 0 0
162 212 1 0 0 0 0 0 0
162 259 1 0 0 0 0 0 0
162 299 1 0 0 0 0 0 0
162 360 1 0 0 0 0 0 0
162 368 1 0 0 0 0 0 0
162 458 1 0 0 0 0 0 0
163 41 1 0 0 0 0 0 0
163 48 1 0 0 0 0 0 0
163 52 1 1 1 1 0 0 0
163 77 1 0 0 0 0 0 0
163 105 1 0 0 0 0 0 0
163 112 0 0 0 1 1 1 1
163 125 1 0 0 0 0 0 0
163 127 0 1 1 1 1 1 1
163 137 1 0 0 0 0 0 0
163 140 1 0 0 0 0 0 0
163 146 1 1 1 1 1 1 0
163 178 1 0 0 0 0 0 0
163 208 1 0 0 0 0 0 0
163 227 1 0 0 0 0 0 0
163 245 1 0 0 0 0 0 0
163 305 1 0 0 0 0 0 0
163 333 1 0 0 0 0 0 0
163 357 1 0 0 0 0 0 0
163 380 1 0 0 0 0 0 0
163 444 1 0 0 0 0 0 0
163 477 1 0 0 0 0 0 0
163 491 0 0 0 0 1 1 0
163 492 1 0 0 0 0 0 0
164 45 1 1 1 1 1 1 1
164 58 1 1 0 0 0 0 0
164 106 0 1 0 0 0 0 0
164 157 1 0 0 0 0 0 0
164 206 1 0 0 0 0 0 0
164 236 0 0 0 0 0 0 1
164 250 1 0 0 0 0 0 0
164 314 1 0 0 0 0 0 0
164 317 1 0 0 0 0 0 0
164 318 1 0 0 0 0 0 0
164 350 0 0 0 0 0 1 1
164 395 1 0 0 0 0 0 0
164 401 1 0 0 0 0 0 0
164 417 0 0 0 0 1 1 1
164 458 1 0 0 0 0 0 0
165 47 1 0 0 0 0 0 0
165 49 0 1 1 1 0 0 0
165 50 1 1 1 1 1 1 0
165 61 0 0 1 1 1 0 0
165 71 0 0 0 1 1 1 0
165 75 1 0 0 0 0 0 0
165 96 1 0 0 0 0 0 0
165 102 0 0 0 1 1 1 1
165 166 1 0 0 0 0 0 0
165 197 1 0 0 0 0 0 0
165 199 1 0 0 0 0 0 0
165 295 1 0 0 0 0 0 0
165 401 1 0 0 0 0 0 0
165 485 1 0 0 0 0 0 0
165 488 1 0 0 0 0 0 0
166 104 1 0 0 0 0 0 0
166 151 1 0 0 0 0 0 0
166 183 1 0 0 0 0 0 0
166 195 1 0 0 0 0 0 0
166 203 1 1 0 0 0 0 0
166 207 1 0 0 0 0 0 0
166 242 0 1 0 0 0 0 0
166 245 1 0 0 0 0 0 0
166 259 1 0 0 0 0 0 0
166 264 1 0 0 0 0 0 0
166 265 1 1 1 1 1 1 0
166 268 1 1 1 1 1 1 1
166 299 1 0 0 0 0 0 0
166 310 0 0 1 1 1 1 1
166 314 1 1 1 1 1 1 0
166 346 1 0 0 0 0 0 0
166 360 1 0 0 0 0 0 0
166 399 1 0 0 0 0 0 0
166 409 1 0 0 0 0 0 0
166 415 1 0 0 0 0 0 0
166 419 1 0 0 0 0 0 0
166 468 1 0 0 0 0 0 0
166 495 0 0 0 0 1 1 0
166 497 1 0 0 0 0 0 0
167 58 1 0 0 0 0 0 0
167 139 0 0 0 0 1 1 1
167 169 1 0 0 0 0 0 0
167 172 1 0 0 0 0 0 0
167 178 1 1 1 1 1 1 1
167 182 0 0 0 1 1 1 1
167 188 1 1 1 1 1 1 1
167 251 1 1 1 1 1 1 1
167 255 1 0 0 0 0 0 0
167 298 0 0 0 0 0 0 1
167 317 1 0 0 0 0 0 0
167 328 1 0 0 0 0 0 0
167 377 1 0 0 0 0 0 0
167 466 1 0 0 0 0 0 0
167 472 1 0 0 0 0 0 0
168 17 1 0 0 0 0 0 0
168 138 1 0 0 0 0 0 0
168 200 1 0 0 0 0 0 0
168 210 1 0 0 0 0 0 0
168 237 1 1 0 0 0 0 0
168 293 1 0 0 0 0 0 0
168 319 1 0 0 0 0 0 0
168 363 1 0 0 0 0 0 0
168 430 1 0 0 0 0 0 0
168 469 1 0 0 0 0 0 0
169 15 1 0 0 0 0 0 0
169 61 1 0 0 0 0 0 0
169 72 1 0 0 0 0 0 0
169 90 1 0 0 0 0 0 0
169 187 0 1 1 1 1 1 1
169 209 1 1 1 1 1 1 1
169 224 1 0 0 0 0 0 0
169 236 1 0 0 0 0 0 0
169 238 1 0 0 0 0 0 0
169 250 1 1 1 1 1 1 1
169 258 1 0 0 0 0 0 0
169 270 0 0 0 1 1 0 0
169 291 0 1 0 0 0 0 0
169 300 0 1 1 1 1 0 0
169 339 1 0 0 0 0 0 0
169 340 1 0 0 0 0 0 0
169 351 1 0 0 0 0 0 0
169 353 1 0 0 0 0 0 0
169 419 1 0 0 0 0 0 0
170 15 1 0 0 0 0 0 0
170 51 1 0 0 0 0 0 0
170 52 0 0 0 0 1 1 1
170 57 1 0 0 0 0 0 0
170 80 1 0 0 0 0 0 0
170 122 1 0 0 0 0 0 0
170 161 1 0 0 0 0 0 0
170 185 1 0 0 0 0 0 0
170 212 1 0 0 0 0 0 0
170 237 1 1 1 0 0 0 0
170 249 1 0 0 0 0 0 0
170 283 1 1 1 1 1 1 0
170 305 1 0 0 0 0 0 0
170 368 1 0 0 0 0 0 0
170 409 0 0 0 0 0 0 1
170 414 1 0 0 0 0 0 0
170 433 1 0 0 0 0 0 0
171 17 0 0 0 0 0 1 1
171 47 1 0 0 0 0 0 0
171 126 1 0 0 0 0 0 0
171 143 1 0 0 0 0 0 0
171 147 1 0 0 0 0 0 0
